time,precipitation,temperature,irradiance_surface,irradiance_toa,cloud_cover,air_density,electricity,wind_speed
09/03/2019 02:00,1.00E-04,14.947,0,0,0.9452,1.0757,0.073,5.111
09/03/2019 03:00,1.00E-04,14.936,16.1228,40.4669,0.9455,1.077,0.085,5.294
09/03/2019 04:00,1.00E-04,17.342,194.6334,333.6353,0.9412,1.0756,0.08,5.215
09/03/2019 05:00,3.00E-04,20.824,463.3002,649.9722,0.9354,1.0674,0.099,5.5
09/03/2019 06:00,1.00E-04,24.037,697.2606,919.8944,0.9318,1.0592,0.037,4.406
09/03/2019 07:00,1.00E-04,26.637,881.8705,1125.0021,0.9046,1.0519,0.003,2.933
09/03/2019 08:00,1.00E-04,28.68,991.807,1251.3573,0.8801,1.0452,0,1.849
09/03/2019 09:00,1.00E-04,30.187,1031.2831,1290.3477,0.8601,1.0394,0,1.219
09/03/2019 10:00,1.00E-04,31.051,970.8439,1239.3187,0.8179,1.035,0,1.046
09/03/2019 11:00,2.00E-04,31.275,845.9604,1101.67,0.7605,1.0325,0,1.347
09/03/2019 12:00,3.00E-04,30.795,653.533,886.9616,0.6975,1.032,0.003,2.863
09/03/2019 13:00,5.00E-04,29.562,423.7595,609.6938,0.6335,1.0338,0.024,4.052
09/03/2019 14:00,8.00E-04,27.51,172.4189,288.7986,0.5915,1.038,0.022,3.98
09/03/2019 15:00,7.00E-04,24.155,8.2278,21.3395,0.5836,1.0453,0.04,4.465
09/03/2019 16:00,0.001,22.146,0,0,0.6246,1.053,0.058,4.839
09/03/2019 17:00,0.0015,20.909,0,0,0.6364,1.0585,0.051,4.716
09/03/2019 18:00,0.0019,20.05,0,0,0.6385,1.0618,0.048,4.641
09/03/2019 19:00,0.0019,19.31,0,0,0.6213,1.0638,0.064,4.957
09/03/2019 20:00,0.0011,18.647,0,0,0.5352,1.0651,0.062,4.928
09/03/2019 21:00,4.00E-04,18.108,0,0,0.4163,1.0658,0.053,4.758
09/03/2019 22:00,4.00E-04,17.672,0,0,0.3263,1.0661,0.05,4.692
09/03/2019 23:00,4.00E-04,17.319,0,0,0.3029,1.0665,0.052,4.734
10/03/2019 00:00,3.00E-04,17.018,0,0,0.3444,1.0671,0.061,4.896
10/03/2019 01:00,2.00E-04,16.773,0,0,0.371,1.0679,0.07,5.043
10/03/2019 02:00,1.00E-04,16.581,0,0,0.3596,1.069,0.072,5.089
10/03/2019 03:00,0,16.624,15.6105,41.6784,0.2977,1.07,0.071,5.082
10/03/2019 04:00,0,19.003,190.2639,336.1732,0.1708,1.0681,0.068,5.02
10/03/2019 05:00,0,22.505,451.9086,652.5198,0.0799,1.0592,0.087,5.316
10/03/2019 06:00,0,25.947,683.6265,922.4439,0.0325,1.0497,0.08,5.218
10/03/2019 07:00,1.00E-04,28.55,865.604,1127.5575,0.0071,1.0424,0.055,4.789
10/03/2019 08:00,2.00E-04,30.507,976.9102,1253.9122,0.0115,1.036,0.023,4.012
10/03/2019 09:00,2.00E-04,31.867,1007.3777,1292.9423,0.056,1.0307,0.006,3.205
10/03/2019 10:00,5.00E-04,32.51,916.3172,1241.8887,0.122,1.027,0.022,3.997
10/03/2019 11:00,9.00E-04,32.498,765.1722,1104.2486,0.1844,1.0252,0.056,4.796
10/03/2019 12:00,0.0011,31.884,579.429,889.4935,0.2217,1.0254,0.081,5.237
10/03/2019 13:00,0.0011,30.756,374.5019,612.2121,0.1811,1.0274,0.091,5.383
10/03/2019 14:00,6.00E-04,28.99,154.7663,291.3142,0.1271,1.0311,0.118,5.76
10/03/2019 15:00,3.00E-04,25.871,7.613,22.2194,0.1136,1.0371,0.118,5.76
10/03/2019 16:00,5.00E-04,23.912,0,0,0.111,1.0436,0.043,4.537
10/03/2019 17:00,1.00E-04,22.698,0,0,0.1125,1.0486,0.01,3.465
10/03/2019 18:00,1.00E-04,21.818,0,0,0.1061,1.052,0.003,2.939
10/03/2019 19:00,1.00E-04,21.156,0,0,0.0989,1.0543,0.001,2.656
10/03/2019 20:00,2.00E-04,20.546,0,0,0.1262,1.0562,0.001,2.41
10/03/2019 21:00,3.00E-04,19.976,0,0,0.171,1.0575,0,2.243
10/03/2019 22:00,5.00E-04,19.448,0,0,0.1878,1.0584,0,2.183
10/03/2019 23:00,6.00E-04,18.984,0,0,0.215,1.0592,0,2.228
11/03/2019 00:00,7.00E-04,18.576,0,0,0.303,1.0602,0.001,2.39
11/03/2019 01:00,7.00E-04,18.204,0,0,0.4254,1.0614,0.001,2.591
11/03/2019 02:00,7.00E-04,17.834,0,0,0.5253,1.0627,0.002,2.815
11/03/2019 03:00,0.0012,17.648,15.588,42.9101,0.6116,1.0639,0.004,3.002
11/03/2019 04:00,0.0022,20.111,189.0231,338.6937,0.6833,1.0628,0.003,2.934
11/03/2019 05:00,0.0015,23.519,449.149,655.0425,0.6688,1.0549,0,1.769
11/03/2019 06:00,0.0012,26.699,686.0663,924.9588,0.7069,1.0471,0,1.638
11/03/2019 07:00,7.00E-04,29.174,869.3614,1130.103,0.7615,1.0406,0.001,2.483
11/03/2019 08:00,4.00E-04,30.996,982.6922,1256.3878,0.8074,1.035,0.008,3.38
11/03/2019 09:00,4.00E-04,32.148,1016.7981,1295.4078,0.7483,1.0307,0.027,4.139
11/03/2019 10:00,6.00E-04,32.655,966.7598,1244.3375,0.6886,1.0279,0.043,4.542
11/03/2019 11:00,6.00E-04,32.501,834.1794,1106.7451,0.736,1.0269,0.049,4.653
11/03/2019 12:00,9.00E-04,31.687,636.5632,891.9938,0.7143,1.0277,0.042,4.523
11/03/2019 13:00,0.0025,30.292,396.3438,614.6792,0.6911,1.03,0.057,4.822
11/03/2019 14:00,0.0027,28.252,154.1381,293.8408,0.6771,1.0342,0.094,5.437
11/03/2019 15:00,0.0029,25.183,7.8651,23.119,0.6566,1.0404,0.067,5.001
11/03/2019 16:00,0.0029,23.359,0,0,0.638,1.0466,0.071,5.062
11/03/2019 17:00,0.002,22.218,0,0,0.6594,1.0515,0.067,5.012
11/03/2019 18:00,0.0012,21.377,0,0,0.6931,1.055,0.065,4.971
11/03/2019 19:00,0.0011,20.663,0,0,0.742,1.0575,0.053,4.75
11/03/2019 20:00,0.0011,20.025,0,0,0.7865,1.0594,0.036,4.382
11/03/2019 21:00,0.0011,19.429,0,0,0.855,1.0606,0.024,4.042
11/03/2019 22:00,0.001,18.869,0,0,0.8534,1.0613,0.013,3.657
11/03/2019 23:00,0.001,18.407,0,0,0.8025,1.0617,0.02,3.915
12/03/2019 00:00,0.0097,17.97,0,0,0.7208,1.0623,0.025,4.07
12/03/2019 01:00,0.0088,17.589,0,0,0.6144,1.0631,0.031,4.247
12/03/2019 02:00,0.0102,17.262,0,0,0.5612,1.0642,0.039,4.459
12/03/2019 03:00,0.0122,17.186,16.564,44.1615,0.6426,1.0655,0.042,4.515
12/03/2019 04:00,0.0116,19.625,198.2224,341.2081,0.7711,1.0642,0.038,4.423
12/03/2019 05:00,0.0053,23.213,457.9586,657.5041,0.8344,1.0557,0.037,4.395
12/03/2019 06:00,0.006,26.549,693.0336,927.3909,0.8365,1.0474,0.002,2.719
12/03/2019 07:00,0.0049,29.09,875.8002,1132.5579,0.8157,1.0406,0,1.717
12/03/2019 08:00,0.0047,31.037,990.3111,1258.8473,0.7607,1.0346,0,1.668
12/03/2019 09:00,0.0057,32.371,1026.9651,1297.7846,0.7483,1.0296,0,2.063
12/03/2019 10:00,0.0051,33.064,976.9982,1246.7704,0.7972,1.026,0.002,2.746
12/03/2019 11:00,0.0044,33.168,853.3915,1109.194,0.8353,1.0238,0.006,3.22
12/03/2019 12:00,0.0029,32.62,666.0752,894.4168,0.8593,1.0234,0.009,3.407
12/03/2019 13:00,0.0024,31.4,425.4119,617.1999,0.8702,1.0249,0.012,3.592
12/03/2019 14:00,0.0014,29.49,172.8921,296.3475,0.827,1.0283,0.045,4.581
12/03/2019 15:00,5.00E-04,26.106,9.085,24.0421,0.7874,1.0342,0.03,4.236
12/03/2019 16:00,6.00E-04,24.133,0,0,0.7382,1.0408,0.02,3.919
12/03/2019 17:00,8.00E-04,22.945,0,0,0.6155,1.0459,0.01,3.49
12/03/2019 18:00,3.00E-04,22.04,0,0,0.4661,1.0493,0.004,3.028
12/03/2019 19:00,3.00E-04,21.314,0,0,0.3508,1.0516,0.005,3.121
12/03/2019 20:00,4.00E-04,20.721,0,0,0.2324,1.0531,0.004,3.056
12/03/2019 21:00,5.00E-04,20.204,0,0,0.1698,1.0537,0.004,3.034
12/03/2019 22:00,6.00E-04,19.722,0,0,0.3984,1.0538,0.005,3.092
12/03/2019 23:00,3.00E-04,19.329,0,0,0.7128,1.0539,0.004,3.07
13/03/2019 00:00,2.00E-04,18.972,0,0,0.8433,1.0543,0.004,3.005
13/03/2019 01:00,2.00E-04,18.607,0,0,0.9034,1.0548,0.004,2.999
13/03/2019 02:00,4.00E-04,18.235,0,0,0.933,1.0554,0.006,3.221
13/03/2019 03:00,8.00E-04,18.145,18.7188,45.429,0.9392,1.0563,0.01,3.504
13/03/2019 04:00,0.0012,21.629,211.6342,343.6842,0.9406,1.0553,0.009,3.432
13/03/2019 05:00,0.001,25.614,470.8299,659.9497,0.9418,1.0467,0.003,2.873
13/03/2019 06:00,8.00E-04,28.962,706.2942,929.8204,0.9426,1.0385,0.008,3.38
13/03/2019 07:00,0.0012,31.247,889.1155,1134.9039,0.9422,1.0326,0.025,4.069
13/03/2019 08:00,0.0019,32.952,1002.5242,1261.1579,0.942,1.0274,0.048,4.641
13/03/2019 09:00,0.0013,34.151,1034.9775,1300.1995,0.9422,1.0229,0.07,5.043
13/03/2019 10:00,0.001,34.834,988.2845,1249.1305,0.9426,1.0194,0.08,5.221
13/03/2019 11:00,6.00E-04,34.946,862.8158,1111.5551,0.9422,1.0173,0.079,5.195
13/03/2019 12:00,5.00E-04,34.468,668.5486,896.8271,0.94,1.0168,0.071,5.059
13/03/2019 13:00,3.00E-04,33.4,428.6299,619.6511,0.9364,1.0178,0.05,4.687
13/03/2019 14:00,2.00E-04,31.576,174.087,298.8306,0.9331,1.0208,0.051,4.718
13/03/2019 15:00,0,27.756,9.4099,24.9785,0.9235,1.0259,0.065,4.973
13/03/2019 16:00,0,25.773,0,0,0.8696,1.0318,0.043,4.536
13/03/2019 17:00,0,24.633,0,0,0.5964,1.0365,0.016,3.76
13/03/2019 18:00,1.00E-04,23.744,0,0,0.232,1.0397,0.004,3.025
13/03/2019 19:00,2.00E-04,23.152,0,0,0.0971,1.0417,0.001,2.464
13/03/2019 20:00,4.00E-04,22.77,0,0,0.0545,1.0432,0,1.974
13/03/2019 21:00,5.00E-04,22.46,0,0,0.0413,1.0441,0,1.796
13/03/2019 22:00,7.00E-04,22.044,0,0,0.0388,1.0449,0,1.87
13/03/2019 23:00,8.00E-04,21.533,0,0,0.0372,1.0459,0,2.022
14/03/2019 00:00,7.00E-04,20.971,0,0,0.0598,1.0471,0,2.144
14/03/2019 01:00,8.00E-04,20.508,0,0,0.204,1.0485,0,2.112
14/03/2019 02:00,0.0011,20.159,0,0,0.4026,1.0501,0,1.958
14/03/2019 03:00,0.0011,20.04,19.118,46.7097,0.5884,1.0517,0,1.712
14/03/2019 04:00,7.00E-04,22.705,213.3157,346.1554,0.6876,1.0518,0,1.502
14/03/2019 05:00,3.00E-04,26.436,474.5448,662.3941,0.7368,1.0447,0,1.221
14/03/2019 06:00,1.00E-04,29.637,712.8555,932.2164,0.8097,1.0371,0,1.914
14/03/2019 07:00,1.00E-04,31.8,897.7693,1137.2033,0.8675,1.0317,0,2.017
14/03/2019 08:00,1.00E-04,33.355,1012.5395,1263.4914,0.9024,1.0271,0,2.008
14/03/2019 09:00,1.00E-04,34.416,1050.5496,1302.488,0.9196,1.0231,0,1.93
14/03/2019 10:00,6.00E-04,34.967,1003.3932,1251.4021,0.9229,1.0201,0.001,2.334
14/03/2019 11:00,0.0017,34.961,877.7459,1113.901,0.9169,1.0184,0.002,2.778
14/03/2019 12:00,0.004,34.357,682.9289,899.2181,0.9138,1.0183,0.005,3.164
14/03/2019 13:00,0.0054,33.103,436.2918,622.0434,0.9177,1.02,0.032,4.267
14/03/2019 14:00,0.0049,31.048,178.0796,301.3269,0.8795,1.0238,0.033,4.309
14/03/2019 15:00,0.0044,27.111,9.9807,25.9306,0.8056,1.0301,0.028,4.168
14/03/2019 16:00,0.0036,25.068,0,0,0.7207,1.0374,0.043,4.526
14/03/2019 17:00,0.0046,23.864,0,0,0.6781,1.0434,0.052,4.721
14/03/2019 18:00,0.0058,22.934,0,0,0.6112,1.0477,0.062,4.924
14/03/2019 19:00,0.0054,22.162,0,0,0.5517,1.0507,0.061,4.907
14/03/2019 20:00,0.0036,21.43,0,0,0.512,1.053,0.057,4.826
14/03/2019 21:00,0.005,20.76,0,0,0.436,1.0547,0.057,4.834
14/03/2019 22:00,0.0081,20.189,0,0,0.2914,1.056,0.063,4.945
14/03/2019 23:00,0.0097,19.675,0,0,0.1744,1.0573,0.075,5.149
15/03/2019 00:00,0.008,19.216,0,0,0.1915,1.0587,0.088,5.346
15/03/2019 01:00,0.0069,18.815,0,0,0.3968,1.0603,0.092,5.409
15/03/2019 02:00,0.0066,18.508,0,0,0.6724,1.062,0.091,5.381
15/03/2019 03:00,0.0069,18.45,17.2818,48.0102,0.7804,1.0634,0.092,5.402
15/03/2019 04:00,0.0108,20.481,196.2806,348.6221,0.804,1.0614,0.097,5.472
15/03/2019 05:00,0.0168,23.979,454.2432,664.762,0.8142,1.0527,0.099,5.501
15/03/2019 06:00,0.0271,27.319,685.3836,934.5395,0.8054,1.0438,0.03,4.226
15/03/2019 07:00,0.0364,29.83,865.2477,1139.485,0.7532,1.0367,0.001,2.504
15/03/2019 08:00,0.0514,31.609,968.7639,1265.8026,0.7358,1.0311,0,0.493
15/03/2019 09:00,0.0523,32.553,935.8924,1304.6894,0.8739,1.0269,0,0.049
15/03/2019 10:00,0.052,33.016,876.6438,1253.5807,0.9471,1.0241,0,0.506
15/03/2019 11:00,0.0376,32.812,732.3618,1116.1357,0.9564,1.0229,0,1.982
15/03/2019 12:00,0.0299,31.901,529.0083,901.5168,0.9614,1.0238,0.012,3.571
15/03/2019 13:00,0.03,30.498,317.9829,624.4423,0.9599,1.0265,0.07,5.054
15/03/2019 14:00,0.0198,28.598,125.7082,303.7946,0.9584,1.031,0.086,5.305
15/03/2019 15:00,0.0147,26.214,7.3584,26.9062,0.9384,1.0372,0.076,5.16
15/03/2019 16:00,0.0227,24.578,0,0,0.8249,1.0433,0.057,4.827
15/03/2019 17:00,0.0527,23.579,0,0,0.6824,1.0474,0.039,4.462
15/03/2019 18:00,0.0969,22.829,0,0,0.5458,1.0502,0.03,4.235
15/03/2019 19:00,0.1546,22.184,0,0,0.4833,1.0522,0.024,4.048
15/03/2019 20:00,0.2415,21.637,0,0,0.4588,1.0535,0.018,3.848
15/03/2019 21:00,0.3533,21.142,0,0,0.4232,1.0543,0.013,3.612
15/03/2019 22:00,0.433,20.657,0,0,0.4346,1.0551,0.01,3.501
15/03/2019 23:00,0.4829,20.199,0,0,0.5577,1.0561,0.01,3.496
16/03/2019 00:00,0.5451,19.737,0,0,0.6837,1.0574,0.012,3.58
16/03/2019 01:00,0.5652,19.311,0,0,0.7278,1.0589,0.012,3.573
16/03/2019 02:00,0.5165,18.963,0,0,0.7254,1.0602,0.007,3.312
16/03/2019 03:00,0.3506,18.858,15.3251,49.3286,0.7688,1.0613,0.004,2.999
16/03/2019 04:00,0.1721,20.88,177.3704,351.0693,0.8117,1.0602,0.003,2.879
16/03/2019 05:00,0.0736,23.818,416.3001,667.1187,0.8292,1.0535,0.003,2.864
16/03/2019 06:00,0.0325,26.718,646.7301,936.815,0.8454,1.0465,0,1.667
16/03/2019 07:00,0.0222,29.028,822.8379,1141.6683,0.8947,1.0405,0,0.021
16/03/2019 08:00,0.0215,30.699,922.0869,1267.932,0.9399,1.0356,0,0.041
16/03/2019 09:00,0.0237,31.702,940.0473,1306.872,0.9359,1.0319,0,0.822
16/03/2019 10:00,0.0255,31.94,842.3241,1255.8463,0.9168,1.0296,0.001,2.36
16/03/2019 11:00,0.0277,31.639,700.5255,1118.278,0.9086,1.0288,0.01,3.459
16/03/2019 12:00,0.0274,30.971,523.3711,903.7806,0.9267,1.029,0.016,3.768
16/03/2019 13:00,0.0257,29.939,323.5433,626.7835,0.94,1.0304,0.047,4.62
16/03/2019 14:00,0.0176,28.433,132.792,306.2303,0.9437,1.0334,0.063,4.931
16/03/2019 15:00,0.0146,25.908,8.4861,27.8978,0.934,1.0384,0.036,4.379
16/03/2019 16:00,0.0178,24.186,0,0,0.9004,1.044,0.024,4.061
16/03/2019 17:00,0.0191,23,0,0,0.8221,1.0488,0.016,3.75
16/03/2019 18:00,0.0286,22.059,0,0,0.7163,1.0525,0.013,3.628
16/03/2019 19:00,0.0325,21.328,0,0,0.6104,1.0553,0.016,3.754
16/03/2019 20:00,0.0278,20.68,0,0,0.5465,1.0574,0.02,3.932
16/03/2019 21:00,0.0249,20.12,0,0,0.5017,1.0591,0.024,4.038
16/03/2019 22:00,0.0177,19.56,0,0,0.4542,1.0605,0.029,4.196
16/03/2019 23:00,0.0155,19.058,0,0,0.4245,1.062,0.042,4.52
17/03/2019 00:00,0.0133,18.546,0,0,0.4814,1.0637,0.064,4.955
17/03/2019 01:00,0.0159,18.103,0,0,0.6289,1.0655,0.096,5.448
17/03/2019 02:00,0.0227,17.693,0,0,0.7712,1.0674,0.126,5.861
17/03/2019 03:00,0.0271,17.535,16.5532,50.6583,0.8299,1.0694,0.155,6.205
17/03/2019 04:00,0.0254,18.972,167.1885,353.4861,0.8221,1.0689,0.227,6.955
17/03/2019 05:00,0.0212,21.518,409.6117,669.4417,0.7759,1.0637,0.274,7.393
17/03/2019 06:00,0.0152,24.28,632.2383,939.0181,0.6933,1.0572,0.24,7.09
17/03/2019 07:00,0.0113,26.74,831.4879,1143.8584,0.6299,1.0507,0.184,6.53
17/03/2019 08:00,0.0088,28.708,944.9448,1270.0067,0.6005,1.0445,0.131,5.923
17/03/2019 09:00,0.008,30.086,977.8717,1309.0158,0.5756,1.0394,0.049,4.657
17/03/2019 10:00,0.0084,30.866,932.9738,1257.9606,0.559,1.0356,0.004,3.032
17/03/2019 11:00,0.0086,30.942,797.5171,1120.5089,0.5132,1.0334,0.003,2.954
17/03/2019 12:00,0.0062,30.404,620.2145,906.0292,0.4812,1.0332,0.015,3.722
17/03/2019 13:00,0.0039,29.134,398.6773,629.1252,0.4522,1.0353,0.057,4.83
17/03/2019 14:00,0.0052,27.112,169.3582,308.6511,0.3967,1.0397,0.121,5.795
17/03/2019 15:00,0.0106,24.144,10.3544,28.9002,0.3634,1.0472,0.199,6.673
17/03/2019 16:00,0.009,22.007,0,0,0.33,1.0553,0.221,6.89
17/03/2019 17:00,0.0051,20.638,0,0,0.2879,1.0611,0.263,7.305
17/03/2019 18:00,0.0037,19.685,0,0,0.2664,1.0648,0.252,7.2
17/03/2019 19:00,0.0028,18.996,0,0,0.2548,1.067,0.238,7.07
17/03/2019 20:00,0.0024,18.534,0,0,0.2564,1.068,0.211,6.804
17/03/2019 21:00,0.0021,18.172,0,0,0.2528,1.0684,0.182,6.506
17/03/2019 22:00,0.002,17.921,0,0,0.2333,1.0683,0.165,6.322
17/03/2019 23:00,0.0013,17.681,0,0,0.2242,1.0682,0.108,5.626
18/03/2019 00:00,8.00E-04,17.489,0,0,0.2212,1.0683,0.111,5.671
18/03/2019 01:00,6.00E-04,17.31,0,0,0.2216,1.0686,0.103,5.551
18/03/2019 02:00,7.00E-04,17.163,0,0,0.2375,1.0692,0.126,5.858
18/03/2019 03:00,8.00E-04,17.282,20.6584,52.0063,0.2511,1.0697,0.13,5.913
18/03/2019 04:00,4.00E-04,19.466,213.5708,355.8706,0.237,1.0665,0.139,6.02
18/03/2019 05:00,0.001,23.076,473.974,671.7,0.2311,1.057,0.17,6.367
18/03/2019 06:00,8.00E-04,26.588,706.2261,941.1824,0.1807,1.0473,0.125,5.847
18/03/2019 07:00,0.0015,29.236,881.4464,1146.0207,0.1072,1.0396,0.067,5.006
18/03/2019 08:00,0.0019,31.151,986.6635,1272.1553,0.0588,1.0334,0.023,4.012
18/03/2019 09:00,0.0023,32.521,1019.0651,1310.9936,0.0866,1.0283,0.001,2.576
18/03/2019 10:00,0.0026,33.305,959.8318,1259.9955,0.202,1.0243,0,1.358
18/03/2019 11:00,0.0035,33.45,818.1607,1122.6491,0.3915,1.0218,0,1.162
18/03/2019 12:00,0.0035,33.002,621.9506,908.228,0.4928,1.0212,0,1.644
18/03/2019 13:00,0.0026,31.821,369.9784,631.4212,0.4605,1.0226,0.004,3.062
18/03/2019 14:00,0.0021,29.984,142.8286,311.0702,0.4089,1.0264,0.061,4.897
18/03/2019 15:00,0.0014,27.388,8.7989,29.9236,0.4714,1.0329,0.058,4.851
18/03/2019 16:00,7.00E-04,25.48,0,0,0.5467,1.0402,0.03,4.227
18/03/2019 17:00,0.0019,24.105,0,0,0.5928,1.0458,0.019,3.885
18/03/2019 18:00,0.0037,22.952,0,0,0.5626,1.0502,0.016,3.746
18/03/2019 19:00,0.004,22.011,0,0,0.4168,1.0534,0.018,3.827
18/03/2019 20:00,0.0045,21.319,0,0,0.2932,1.0555,0.022,3.963
18/03/2019 21:00,0.0042,20.768,0,0,0.2131,1.0566,0.024,4.044
18/03/2019 22:00,0.0023,20.312,0,0,0.1305,1.057,0.023,4.022
18/03/2019 23:00,0.0017,19.871,0,0,0.0947,1.0571,0.018,3.84
19/03/2019 00:00,0.0018,19.468,0,0,0.0715,1.0573,0.021,3.947
19/03/2019 01:00,0.0015,19.164,0,0,0.0836,1.0575,0.02,3.93
19/03/2019 02:00,0.0019,18.916,0,0,0.1111,1.0578,0.021,3.955
19/03/2019 03:00,0.0025,19.002,20.9321,53.3709,0.1294,1.0582,0.019,3.868
19/03/2019 04:00,0.0029,21.629,211.018,358.2577,0.1151,1.0558,0.013,3.625
19/03/2019 05:00,0.003,25.069,463.5494,673.9547,0.0996,1.0474,0.029,4.202
19/03/2019 06:00,0.0016,28.087,684.3212,943.325,0.0744,1.0397,0.012,3.598
19/03/2019 07:00,0.0013,30.373,859.4472,1148.0561,0.0582,1.0335,0.001,2.369
19/03/2019 08:00,0.0019,32.021,957.1448,1274.082,0.0804,1.0282,0,1.358
19/03/2019 09:00,0.0031,33.06,957.8275,1312.9458,0.122,1.024,0,1.075
19/03/2019 10:00,0.0056,33.576,889.6104,1261.9611,0.1841,1.021,0,1.404
19/03/2019 11:00,0.0088,33.5,738.6683,1124.6593,0.2817,1.0193,0,2.074
19/03/2019 12:00,0.0106,32.871,534.3358,910.3032,0.3179,1.0191,0.003,2.865
19/03/2019 13:00,0.0074,31.884,339.0131,633.6643,0.3546,1.0204,0.038,4.439
19/03/2019 14:00,0.0028,30.358,141.2644,313.4594,0.3426,1.0234,0.106,5.599
19/03/2019 15:00,0.0011,27.883,9.4864,30.9657,0.2864,1.0289,0.071,5.06
19/03/2019 16:00,0.0023,26.164,0,0,0.2591,1.035,0.027,4.137
19/03/2019 17:00,0.0048,24.952,0,0,0.2488,1.0398,0.015,3.716
19/03/2019 18:00,0.0057,23.979,0,0,0.2592,1.0434,0.017,3.809
19/03/2019 19:00,0.0055,23.184,0,0,0.2806,1.046,0.023,4.012
19/03/2019 20:00,0.0052,22.49,0,0,0.276,1.0479,0.028,4.18
19/03/2019 21:00,0.0034,21.87,0,0,0.2287,1.0491,0.028,4.176
19/03/2019 22:00,0.0023,21.322,0,0,0.1514,1.0498,0.02,3.916
19/03/2019 23:00,0.0015,20.794,0,0,0.1087,1.0502,0.011,3.543
20/03/2019 00:00,0.0025,20.36,0,0,0.1071,1.0508,0.006,3.233
20/03/2019 01:00,0.0121,19.98,0,0,0.1077,1.0515,0.005,3.098
20/03/2019 02:00,0.0202,19.607,0,0,0.1109,1.0524,0.006,3.253
20/03/2019 03:00,0.0247,19.581,23.0113,54.7505,0.1137,1.0533,0.007,3.305
20/03/2019 04:00,0.0046,22.438,220.9281,360.6264,0.1002,1.0514,0.007,3.296
20/03/2019 05:00,2.00E-04,26.015,481.6342,676.1867,0.176,1.043,0.015,3.735
20/03/2019 06:00,2.00E-04,29.069,717.606,945.3923,0.4703,1.0355,0.006,3.235
20/03/2019 07:00,1.00E-04,31.437,898.6189,1150.0209,0.6901,1.0294,0.001,2.39
20/03/2019 08:00,3.00E-04,33.192,1010.2559,1275.9841,0.7603,1.0242,0,2.305
20/03/2019 09:00,4.00E-04,34.288,1027.3693,1314.8072,0.8094,1.02,0.001,2.483
20/03/2019 10:00,9.00E-04,34.785,957.9891,1263.8978,0.8453,1.0172,0.001,2.546
20/03/2019 11:00,0.0014,34.717,823.2572,1126.618,0.874,1.0157,0.003,2.949
20/03/2019 12:00,0.0024,34.041,612.4123,912.4176,0.89,1.0157,0.007,3.277
20/03/2019 13:00,0.0027,32.872,386.2079,635.8666,0.8981,1.0173,0.011,3.514
20/03/2019 14:00,0.0019,31.115,158.9874,315.8417,0.9059,1.0207,0.085,5.288
20/03/2019 15:00,7.00E-04,28.319,10.7062,32.0192,0.8889,1.0264,0.075,5.145
20/03/2019 16:00,0.0019,26.407,0,0,0.812,1.0328,0.043,4.544
20/03/2019 17:00,0.0056,25.049,0,0,0.6996,1.0377,0.022,3.989
20/03/2019 18:00,0.0058,23.987,0,0,0.5841,1.0414,0.016,3.761
20/03/2019 19:00,0.0041,23.12,0,0,0.4836,1.0442,0.014,3.692
20/03/2019 20:00,0.0034,22.417,0,0,0.3451,1.0461,0.012,3.579
20/03/2019 21:00,0.002,21.863,0,0,0.2168,1.047,0.009,3.404
20/03/2019 22:00,0.0015,21.316,0,0,0.1547,1.0476,0.005,3.153
20/03/2019 23:00,0.001,20.804,0,0,0.1474,1.0483,0.003,2.908
21/03/2019 00:00,0.001,20.353,0,0,0.1316,1.0492,0.002,2.71
21/03/2019 01:00,0.0035,19.955,0,0,0.147,1.0502,0.001,2.576
21/03/2019 02:00,0.0129,19.573,0,0,0.1886,1.0513,0.002,2.677
21/03/2019 03:00,0.0154,19.516,23.3356,56.136,0.207,1.0525,0.005,3.11
21/03/2019 04:00,0.0015,22.443,220.9908,362.982,0.2404,1.0514,0.008,3.386
21/03/2019 05:00,5.00E-04,25.989,482.5603,678.3594,0.2531,1.0434,0.009,3.413
21/03/2019 06:00,5.00E-04,29.133,718.8438,947.4386,0.2728,1.036,0.002,2.777
21/03/2019 07:00,5.00E-04,31.439,901.7107,1151.9531,0.3295,1.0304,0,1.471
21/03/2019 08:00,4.00E-04,33.196,1015.32,1277.8422,0.4704,1.0254,0,1.167
21/03/2019 09:00,3.00E-04,34.389,1051.4045,1316.6694,0.5855,1.0213,0,1.677
21/03/2019 10:00,4.00E-04,35.027,1004.116,1265.7427,0.6137,1.0182,0.002,2.782
21/03/2019 11:00,7.00E-04,35.085,879.1775,1128.575,0.6533,1.0164,0.01,3.51
21/03/2019 12:00,0.002,34.492,682.2155,914.4742,0.6981,1.0163,0.025,4.066
21/03/2019 13:00,0.0032,33.234,439.3642,638.0423,0.7093,1.018,0.036,4.374
21/03/2019 14:00,0.0045,31.226,186.29,318.2,0.6661,1.0218,0.156,6.219
21/03/2019 15:00,0.0067,27.92,13.1036,33.0877,0.5789,1.0284,0.118,5.76
21/03/2019 16:00,0.0152,25.734,0,0,0.525,1.0357,0.065,4.965
21/03/2019 17:00,0.0176,24.445,0,0,0.4972,1.0411,0.048,4.649
21/03/2019 18:00,0.0173,23.449,0,0,0.4387,1.045,0.051,4.713
21/03/2019 19:00,0.0132,22.647,0,0,0.2896,1.0477,0.057,4.816
21/03/2019 20:00,0.0113,21.899,0,0,0.2123,1.0497,0.054,4.772
