time,precipitation,temperature,irradiance_surface,irradiance_toa,cloud_cover,air_density,electricity,wind_speed
04/06/2019 19:00,0.0205,27.412,0,0,0.7387,1.0279,0.001,2.422
04/06/2019 20:00,0.0162,26.7,0,0,0.7172,1.0294,0.019,3.87
04/06/2019 21:00,0.0135,26.052,0,0,0.7024,1.0309,0.071,5.084
04/06/2019 22:00,0.0143,25.462,0,0,0.6956,1.0325,0.111,5.664
04/06/2019 23:00,0.0167,24.984,0,0,0.7067,1.0343,0.104,5.564
05/06/2019 00:00,0.0304,24.591,0,0,0.763,1.0361,0.084,5.282
05/06/2019 01:00,0.0268,24.327,0,0,0.7934,1.0376,0.084,5.275
05/06/2019 02:00,0.0268,24.125,0.0561,0.3606,0.7897,1.039,0.097,5.469
05/06/2019 03:00,0.0246,24.365,39.8849,156.3797,0.7534,1.0399,0.092,5.407
05/06/2019 04:00,0.021,25.689,168.4676,459.0955,0.6888,1.0385,0.081,5.232
05/06/2019 05:00,0.0179,27.739,333.9141,740.0031,0.6532,1.0342,0.061,4.908
05/06/2019 06:00,0.0149,29.964,496.3962,979.6382,0.6375,1.0292,0.021,3.956
05/06/2019 07:00,0.0126,31.964,644.7455,1161.7229,0.6044,1.0243,0,2.314
05/06/2019 08:00,0.0105,33.621,762.175,1273.7396,0.5725,1.0198,0,1.562
05/06/2019 09:00,0.0084,34.772,826.8706,1308.2205,0.5602,1.0162,0,2.232
05/06/2019 10:00,0.0068,35.414,809.4445,1262.8389,0.588,1.0133,0.006,3.234
05/06/2019 11:00,0.0045,35.536,712.0507,1140.5077,0.6348,1.0114,0.031,4.239
05/06/2019 12:00,0.003,35.232,568.0743,949.7191,0.6809,1.0106,0.06,4.889
05/06/2019 13:00,0.0018,34.505,376.2329,703.4542,0.6883,1.0109,0.072,5.095
05/06/2019 14:00,5.00E-04,33.467,189.6007,418.4663,0.6862,1.0121,0.071,5.068
05/06/2019 15:00,2.00E-04,31.853,39.2616,117.7482,0.6772,1.0144,0.042,4.523
05/06/2019 16:00,4.00E-04,29.978,3.00E-04,0.0017,0.6363,1.0173,0.018,3.855
05/06/2019 17:00,0.0011,29.119,0,0,0.5811,1.0198,0.016,3.762
05/06/2019 18:00,0.003,28.325,0,0,0.542,1.0219,0.03,4.223
05/06/2019 19:00,0.0062,27.604,0,0,0.5008,1.0239,0.041,4.505
05/06/2019 20:00,0.0093,26.941,0,0,0.4307,1.0258,0.038,4.427
05/06/2019 21:00,0.0155,26.277,0,0,0.3691,1.0277,0.028,4.151
05/06/2019 22:00,0.0155,25.668,0,0,0.3571,1.0296,0.018,3.853
05/06/2019 23:00,0.0169,25.139,0,0,0.3206,1.0313,0.014,3.686
06/06/2019 00:00,0.0247,24.688,0,0,0.3074,1.0329,0.016,3.764
06/06/2019 01:00,0.0333,24.309,0,0,0.3173,1.0345,0.026,4.098
06/06/2019 02:00,0.0412,23.978,0.073,0.3828,0.346,1.0361,0.045,4.586
06/06/2019 03:00,0.0435,24.559,57.3658,156.9539,0.3656,1.0374,0.058,4.839
06/06/2019 04:00,0.0462,26.729,231.8602,459.3325,0.3334,1.0354,0.069,5.038
06/06/2019 05:00,0.0414,29.131,428.3698,739.9429,0.3114,1.0304,0.073,5.112
06/06/2019 06:00,0.0323,31.25,608.8954,979.2941,0.3229,1.0259,0.081,5.241
06/06/2019 07:00,0.026,32.885,756.6034,1161.2153,0.3449,1.0222,0.111,5.674
06/06/2019 08:00,0.021,34.081,844.8073,1273.1928,0.3882,1.0189,0.146,6.099
06/06/2019 09:00,0.0148,34.911,879.0337,1307.657,0.4479,1.016,0.179,6.46
06/06/2019 10:00,0.0131,35.247,823.5487,1262.1384,0.5245,1.0138,0.207,6.753
06/06/2019 11:00,0.0087,35.05,689.043,1140.0391,0.627,1.0127,0.215,6.836
06/06/2019 12:00,0.0066,34.445,514.0279,949.4109,0.6949,1.0127,0.194,6.628
06/06/2019 13:00,0.0044,33.618,336.0318,703.4257,0.7321,1.0135,0.158,6.237
06/06/2019 14:00,0.0026,32.63,165.8012,418.7529,0.7374,1.0149,0.114,5.7
06/06/2019 15:00,0.0012,31.18,33.9155,118.2655,0.7298,1.0168,0.05,4.693
06/06/2019 16:00,0.0014,29.484,2.00E-04,0.002,0.7062,1.0193,0.015,3.74
06/06/2019 17:00,0.002,28.654,0,0,0.6805,1.0214,0.009,3.396
06/06/2019 18:00,0.0022,27.848,0,0,0.682,1.0235,0.01,3.508
06/06/2019 19:00,0.0027,27.124,0,0,0.6969,1.0256,0.013,3.625
06/06/2019 20:00,0.0028,26.412,0,0,0.6961,1.0275,0.012,3.567
06/06/2019 21:00,0.0036,25.698,0,0,0.654,1.0292,0.011,3.532
06/06/2019 22:00,0.0037,25.028,0,0,0.585,1.031,0.011,3.534
06/06/2019 23:00,0.0043,24.45,0,0,0.5607,1.0328,0.011,3.56
07/06/2019 00:00,0.0044,23.954,0,0,0.5783,1.0346,0.013,3.651
07/06/2019 01:00,0.0047,23.523,0,0,0.5964,1.0364,0.017,3.819
07/06/2019 02:00,0.0057,23.187,0.0677,0.4043,0.6335,1.038,0.021,3.938
07/06/2019 03:00,0.0066,23.936,58.1533,157.4874,0.6451,1.0393,0.018,3.832
07/06/2019 04:00,0.0118,26.446,239.4012,459.5768,0.655,1.0366,0.013,3.621
07/06/2019 05:00,0.0151,29.347,450.9316,739.8718,0.6633,1.0304,0,1.879
07/06/2019 06:00,0.0147,31.8,625.5842,978.999,0.6682,1.0251,0,1.034
07/06/2019 07:00,0.015,33.598,787.8305,1160.715,0.6495,1.0211,0,1.316
07/06/2019 08:00,0.018,34.955,890.7801,1272.5846,0.6035,1.0173,0,1.604
07/06/2019 09:00,0.0174,35.878,927.6254,1306.959,0.4856,1.014,0,1.924
07/06/2019 10:00,0.0187,36.345,889.2812,1261.5841,0.4143,1.0116,0.001,2.647
07/06/2019 11:00,0.0176,36.367,785.9002,1139.5729,0.4039,1.0102,0.031,4.245
07/06/2019 12:00,0.0129,35.857,605.4176,949.1567,0.4368,1.01,0.071,5.074
07/06/2019 13:00,0.0112,34.884,391.5404,703.3789,0.4993,1.0111,0.065,4.98
07/06/2019 14:00,0.0075,33.538,185.3347,419.0135,0.5761,1.0133,0.041,4.494
07/06/2019 15:00,0.0039,31.736,35.4283,118.743,0.6661,1.0168,0.015,3.739
07/06/2019 16:00,0.0043,29.718,4.00E-04,0.0023,0.7486,1.0209,0.003,2.942
07/06/2019 17:00,0.0072,28.793,0,0,0.8013,1.0243,0.001,2.323
07/06/2019 18:00,0.0246,28.089,0,0,0.797,1.027,0,1.811
07/06/2019 19:00,0.0643,27.391,0,0,0.775,1.0291,0,1.727
07/06/2019 20:00,0.1012,26.638,0,0,0.7435,1.0308,0,2.109
07/06/2019 21:00,0.1051,25.953,0,0,0.6781,1.0323,0.001,2.506
07/06/2019 22:00,0.0656,25.275,0,0,0.656,1.0334,0.001,2.379
07/06/2019 23:00,0.0269,24.755,0,0,0.6509,1.0344,0,1.932
08/06/2019 00:00,0.0115,24.407,0,0,0.6559,1.0352,0,1.861
08/06/2019 01:00,0.0084,24.16,0,0,0.6728,1.0361,0,2.109
08/06/2019 02:00,0.0111,23.946,0.0665,0.4261,0.6957,1.037,0,2.256
08/06/2019 03:00,0.0141,24.686,53.4426,157.9872,0.7206,1.0377,0.001,2.352
08/06/2019 04:00,0.0172,27.142,198.5246,459.8136,0.701,1.0353,0,1.534
08/06/2019 05:00,0.0213,29.766,355.1911,739.8518,0.6742,1.0296,0,2.086
08/06/2019 06:00,0.026,31.332,486.1398,978.7376,0.6681,1.0264,0.003,2.892
08/06/2019 07:00,0.0286,32.197,580.2888,1160.2361,0.706,1.0245,0.013,3.637
08/06/2019 08:00,0.0239,32.574,614.3745,1271.9887,0.7299,1.0233,0.029,4.193
08/06/2019 09:00,0.0209,32.798,632.7085,1306.3567,0.7521,1.0223,0.054,4.762
08/06/2019 10:00,0.0273,32.958,615.0778,1261.0404,0.7636,1.0212,0.075,5.137
08/06/2019 11:00,0.0372,32.928,544.9708,1139.1063,0.7552,1.0204,0.08,5.223
08/06/2019 12:00,0.0413,32.711,441.5928,948.9087,0.776,1.0199,0.058,4.845
08/06/2019 13:00,0.0333,32.258,298.6219,703.3833,0.7889,1.02,0.023,4.023
08/06/2019 14:00,0.0167,31.542,149.2184,419.2594,0.7965,1.0208,0.004,3.086
08/06/2019 15:00,0.0117,30.3,33.1732,119.1987,0.7987,1.0227,0,1.929
08/06/2019 16:00,0.0126,28.852,4.00E-04,0.0028,0.8085,1.0254,0,2.127
08/06/2019 17:00,0.0158,28.105,0,0,0.8165,1.0279,0.001,2.44
08/06/2019 18:00,0.026,27.295,0,0,0.8117,1.0301,0.007,3.305
08/06/2019 19:00,0.0497,26.585,0,0,0.8111,1.0319,0.017,3.808
08/06/2019 20:00,0.0942,25.966,0,0,0.8244,1.0335,0.016,3.784
08/06/2019 21:00,0.1426,25.444,0,0,0.8494,1.0351,0.007,3.322
08/06/2019 22:00,0.1681,24.913,0,0,0.8641,1.037,0.001,2.48
08/06/2019 23:00,0.1808,24.452,0,0,0.8726,1.039,0,1.41
09/06/2019 00:00,0.2167,24.081,0,0,0.8847,1.0409,0,2.266
09/06/2019 01:00,0.2784,23.766,0,0,0.8643,1.0425,0.005,3.116
09/06/2019 02:00,0.2537,23.527,0.0332,0.4469,0.8065,1.0437,0.002,2.784
09/06/2019 03:00,0.2012,23.86,38.0206,158.444,0.7794,1.0444,0,2.088
09/06/2019 04:00,0.1802,25.332,163.6411,459.9891,0.7826,1.0422,0,1.595
09/06/2019 05:00,0.161,27.121,314.7436,739.7638,0.7944,1.0385,0,1.303
09/06/2019 06:00,0.1404,28.751,465.7882,978.4664,0.8086,1.035,0,1.75
09/06/2019 07:00,0.1397,30.019,572.857,1159.8281,0.822,1.032,0.001,2.41
09/06/2019 08:00,0.1625,30.621,595.1339,1271.433,0.8523,1.0299,0.004,2.989
09/06/2019 09:00,0.1755,30.65,543.3656,1305.7641,0.873,1.0288,0.008,3.365
09/06/2019 10:00,0.1674,30.488,497.6208,1260.5229,0.8842,1.0282,0.008,3.358
09/06/2019 11:00,0.1308,30.382,457.6147,1138.6749,0.8843,1.0275,0.001,2.4
09/06/2019 12:00,0.0779,30.289,391.0698,948.6576,0.8732,1.0266,0,2.249
09/06/2019 13:00,0.0446,29.921,274.8514,703.3618,0.8632,1.0265,0.002,2.806
09/06/2019 14:00,0.0291,29.158,140.7448,419.4984,0.8586,1.0277,0.022,3.998
09/06/2019 15:00,0.0258,27.855,28.8543,119.6226,0.8556,1.0301,0.033,4.308
09/06/2019 16:00,0.0409,26.58,3.00E-04,0.0034,0.8533,1.0331,0.013,3.658
09/06/2019 17:00,0.0593,25.904,0,0,0.839,1.0355,0.002,2.743
09/06/2019 18:00,0.0726,25.361,0,0,0.82,1.037,0.001,2.529
09/06/2019 19:00,0.0633,24.896,0,0,0.8093,1.0379,0.001,2.39
09/06/2019 20:00,0.0421,24.609,0,0,0.8111,1.038,0,2.068
09/06/2019 21:00,0.0222,24.427,0,0,0.8228,1.0379,0,1.714
09/06/2019 22:00,0.0108,24.208,0,0,0.8267,1.038,0,1.531
09/06/2019 23:00,0.007,23.88,0,0,0.8196,1.0384,0,2.037
10/06/2019 00:00,0.0014,23.544,0,0,0.814,1.0392,0.002,2.744
10/06/2019 01:00,0.0022,23.383,0,0,0.8186,1.0401,0.003,2.848
10/06/2019 02:00,0.004,23.276,0.0513,0.4666,0.811,1.041,0.001,2.385
10/06/2019 03:00,0.0073,23.893,47.1464,158.8779,0.7858,1.0416,0,2.026
10/06/2019 04:00,0.0098,26.011,199.0279,460.1681,0.7565,1.0389,0.001,2.387
10/06/2019 05:00,0.0126,28.487,382.3488,739.7052,0.7294,1.0335,0.018,3.849
10/06/2019 06:00,0.0137,30.453,554.5941,978.2059,0.7172,1.0292,0.056,4.797
10/06/2019 07:00,0.0189,31.866,662.5636,1159.4492,0.7333,1.0256,0.074,5.13
10/06/2019 08:00,0.0401,32.752,698.6211,1270.9301,0.758,1.0228,0.071,5.075
10/06/2019 09:00,0.0616,33.289,709.2081,1305.2304,0.7747,1.0207,0.059,4.857
10/06/2019 10:00,0.0793,33.423,655.6535,1260.009,0.8089,1.0194,0.052,4.721
10/06/2019 11:00,0.0687,33.126,542.3993,1138.3012,0.8797,1.0191,0.05,4.69
10/06/2019 12:00,0.0503,32.518,403.983,948.421,0.9017,1.0195,0.049,4.655
10/06/2019 13:00,0.0319,31.722,269.4832,703.3392,0.902,1.0206,0.045,4.578
10/06/2019 14:00,0.0157,30.743,138.9561,419.7063,0.8915,1.0224,0.038,4.427
10/06/2019 15:00,0.0061,29.332,30.6777,120.0156,0.8723,1.025,0.023,4.002
10/06/2019 16:00,0.0029,27.702,3.00E-04,0.0039,0.846,1.0284,0.009,3.442
10/06/2019 17:00,0.0013,26.894,0,0,0.8188,1.0312,0.002,2.693
10/06/2019 18:00,5.00E-04,26.332,0,0,0.8046,1.0334,0,1.782
10/06/2019 19:00,3.00E-04,25.839,0,0,0.7805,1.035,0,1.361
10/06/2019 20:00,3.00E-04,25.31,0,0,0.7849,1.036,0,1.881
10/06/2019 21:00,3.00E-04,24.845,0,0,0.7887,1.0367,0.001,2.379
10/06/2019 22:00,2.00E-04,24.456,0,0,0.7764,1.0375,0.001,2.647
10/06/2019 23:00,2.00E-04,24.121,0,0,0.7868,1.0385,0.001,2.551
11/06/2019 00:00,2.00E-04,23.854,0,0,0.8035,1.0396,0,2.116
11/06/2019 01:00,3.00E-04,23.626,0,0,0.8256,1.0409,0,1.724
11/06/2019 02:00,4.00E-04,23.356,0.0693,0.4865,0.8289,1.0421,0,1.552
11/06/2019 03:00,5.00E-04,23.734,48.5213,159.2733,0.8151,1.0432,0,1.442
11/06/2019 04:00,0.0029,25.691,190.9506,460.3384,0.7939,1.0414,0,1.711
11/06/2019 05:00,0.0055,27.902,365.0429,739.6385,0.7711,1.0372,0.001,2.582
11/06/2019 06:00,0.0067,29.794,531.5697,977.9238,0.7531,1.0332,0.005,3.107
11/06/2019 07:00,0.0092,31.307,652.1481,1158.987,0.7467,1.0293,0.01,3.504
11/06/2019 08:00,0.0108,32.398,707.2632,1270.4412,0.7318,1.0258,0.008,3.374
11/06/2019 09:00,0.0096,33.375,771.3202,1304.741,0.7037,1.0225,0.006,3.216
11/06/2019 10:00,0.0082,34.098,771.5238,1259.5078,0.6818,1.0195,0.012,3.587
11/06/2019 11:00,0.0062,34.379,701.2823,1137.9424,0.6994,1.0174,0.038,4.409
11/06/2019 12:00,0.0048,34.139,566.0208,948.2319,0.7724,1.0166,0.052,4.729
11/06/2019 13:00,0.0031,33.394,388.087,703.3066,0.8237,1.017,0.046,4.606
11/06/2019 14:00,8.00E-04,32.187,195.4195,419.88,0.8223,1.0188,0.037,4.402
11/06/2019 15:00,1.00E-04,30.385,40.1022,120.3799,0.7717,1.0219,0.025,4.079
11/06/2019 16:00,1.00E-04,28.494,6.00E-04,0.0045,0.7119,1.0259,0.009,3.426
11/06/2019 17:00,2.00E-04,27.593,0,0,0.701,1.0291,0.002,2.799
11/06/2019 18:00,0.001,26.822,0,0,0.6954,1.0315,0,2.233
11/06/2019 19:00,0.0043,26.141,0,0,0.6972,1.0334,0,2.27
11/06/2019 20:00,0.0097,25.555,0,0,0.7097,1.0347,0.001,2.548
11/06/2019 21:00,0.0067,25.054,0,0,0.7177,1.0356,0.001,2.638
11/06/2019 22:00,0.0026,24.577,0,0,0.7217,1.0365,0.001,2.525
11/06/2019 23:00,0.0031,24.178,0,0,0.7003,1.0374,0.001,2.357
12/06/2019 00:00,0.0048,23.805,0,0,0.6779,1.0385,0.001,2.37
12/06/2019 01:00,0.0083,23.472,0,0,0.6505,1.0397,0.001,2.511
12/06/2019 02:00,0.01,23.171,0.0836,0.505,0.6188,1.041,0.002,2.741
12/06/2019 03:00,0.0108,23.919,56.8204,159.6397,0.5717,1.0421,0.003,2.872
12/06/2019 04:00,0.0184,26.139,219.3954,460.4816,0.5086,1.0398,0.001,2.61
12/06/2019 05:00,0.0402,28.535,416.9813,739.5456,0.4577,1.035,0,2.232
12/06/2019 06:00,0.0905,30.877,616.37,977.6702,0.4161,1.0298,0.001,2.605
12/06/2019 07:00,0.1202,32.847,800.9351,1158.5627,0.3999,1.025,0.002,2.686
12/06/2019 08:00,0.0932,34.374,916.9349,1269.9683,0.4012,1.0207,0.003,2.944
12/06/2019 09:00,0.0328,35.417,951.3744,1304.2502,0.4047,1.0171,0.015,3.736
12/06/2019 10:00,0.0086,35.917,888.8591,1259.0564,0.4376,1.0145,0.068,5.021
12/06/2019 11:00,0.0052,35.861,755.4545,1137.5783,0.4716,1.0131,0.196,6.652
12/06/2019 12:00,0.0032,35.354,585.3988,947.9964,0.5426,1.0128,0.24,7.08
12/06/2019 13:00,0.0017,34.461,389.4859,703.2382,0.6182,1.0134,0.252,7.202
12/06/2019 14:00,4.00E-04,33.23,194.6295,420.0367,0.6571,1.0151,0.242,7.108
12/06/2019 15:00,0,31.35,41.6232,120.7029,0.6986,1.018,0.178,6.457
12/06/2019 16:00,0,29.215,7.00E-04,0.0049,0.7663,1.0217,0.119,5.773
12/06/2019 17:00,0,28.215,0,0,0.805,1.0251,0.08,5.226
12/06/2019 18:00,0,27.358,0,0,0.8036,1.0279,0.053,4.756
12/06/2019 19:00,0,26.615,0,0,0.763,1.0303,0.039,4.453
12/06/2019 20:00,0,26.02,0,0,0.7217,1.0323,0.036,4.379
12/06/2019 21:00,2.00E-04,25.424,0,0,0.7303,1.034,0.041,4.488
12/06/2019 22:00,4.00E-04,24.836,0,0,0.7431,1.0356,0.05,4.693
12/06/2019 23:00,8.00E-04,24.388,0,0,0.7635,1.0371,0.062,4.922
13/06/2019 00:00,0.0015,24.065,0,0,0.7695,1.0387,0.077,5.18
13/06/2019 01:00,0.0021,23.82,0,0,0.7661,1.0402,0.08,5.229
13/06/2019 02:00,0.0026,23.601,0.0854,0.522,0.7619,1.0418,0.071,5.066
13/06/2019 03:00,0.0038,24.005,45.9766,159.9649,0.7601,1.043,0.067,5.015
13/06/2019 04:00,0.0068,25.614,188.9496,460.5863,0.746,1.0413,0.08,5.218
13/06/2019 05:00,0.0084,27.773,366.7726,739.4968,0.7246,1.037,0.1,5.512
13/06/2019 06:00,0.0086,29.93,553.6567,977.4292,0.7039,1.0323,0.106,5.607
13/06/2019 07:00,0.0086,31.777,718.6239,1158.1692,0.6961,1.0278,0.089,5.365
13/06/2019 08:00,0.0078,33.145,805.458,1269.5241,0.7122,1.0238,0.063,4.929
13/06/2019 09:00,0.0073,34.184,858.396,1303.7734,0.7528,1.0202,0.05,4.688
13/06/2019 10:00,0.0064,34.785,821.7232,1258.6408,0.7986,1.0173,0.076,5.162
13/06/2019 11:00,0.0049,34.942,724.7745,1137.1805,0.8336,1.0153,0.116,5.733
13/06/2019 12:00,0.0041,34.588,561.96,947.7787,0.8458,1.0145,0.132,5.934
13/06/2019 13:00,0.0026,33.782,372.1554,703.1741,0.843,1.0149,0.14,6.029
13/06/2019 14:00,0.0012,32.566,183.1229,420.1946,0.8153,1.0166,0.136,5.981
13/06/2019 15:00,2.00E-04,30.683,38.7756,120.9889,0.7884,1.0198,0.115,5.724
13/06/2019 16:00,1.00E-04,28.756,8.00E-04,0.0054,0.757,1.0238,0.102,5.534
13/06/2019 17:00,1.00E-04,27.825,0,0,0.7706,1.0273,0.098,5.493
13/06/2019 18:00,1.00E-04,27.001,0,0,0.7758,1.0304,0.063,4.934
13/06/2019 19:00,1.00E-04,26.269,0,0,0.7924,1.0329,0.025,4.068
13/06/2019 20:00,1.00E-04,25.628,0,0,0.7509,1.0346,0.007,3.301
13/06/2019 21:00,2.00E-04,25.082,0,0,0.6633,1.0357,0.002,2.711
13/06/2019 22:00,9.00E-04,24.656,0,0,0.5999,1.0365,0,2.301
13/06/2019 23:00,0.0037,24.35,0,0,0.5818,1.0371,0,2.073
14/06/2019 00:00,0.0079,24.187,0,0,0.57,1.0375,0,2.276
14/06/2019 01:00,0.0081,24.133,0,0,0.6163,1.038,0.002,2.794
14/06/2019 02:00,0.0041,24.082,0.0838,0.5376,0.652,1.0387,0.008,3.362
14/06/2019 03:00,0.0017,24.758,46.0503,160.2596,0.6145,1.0394,0.015,3.714
14/06/2019 04:00,0.0033,26.591,193.3172,460.6961,0.549,1.0372,0.024,4.061
14/06/2019 05:00,0.0037,28.734,382.8018,739.422,0.4822,1.0328,0.013,3.648
14/06/2019 06:00,0.0032,30.687,565.6583,977.1996,0.4275,1.0286,0,1.377
14/06/2019 07:00,0.0027,32.427,733.7967,1157.9581,0.4085,1.0245,0,1.15
14/06/2019 08:00,0.0041,33.838,839.6126,1269.1402,0.4554,1.0206,0,1.435
14/06/2019 09:00,0.0074,34.842,874.3366,1303.3472,0.5672,1.0171,0,1.744
14/06/2019 10:00,0.0127,35.356,814.5085,1258.2885,0.694,1.0145,0,1.977
14/06/2019 11:00,0.021,35.35,685.8695,1136.9316,0.7617,1.013,0,2.251
14/06/2019 12:00,0.0252,34.906,519.7955,947.5648,0.8042,1.0128,0.013,3.617
14/06/2019 13:00,0.0295,34.064,333.2051,703.1561,0.8137,1.0136,0.036,4.367
14/06/2019 14:00,0.0272,32.933,164.3339,420.306,0.7919,1.0155,0.021,3.943
14/06/2019 15:00,0.018,31.154,33.6934,121.2547,0.784,1.0185,0.011,3.54
14/06/2019 16:00,0.0096,29.332,9.00E-04,0.0057,0.793,1.0221,0.009,3.424
14/06/2019 17:00,0.0067,28.519,0,0,0.8,1.0252,0.006,3.257
14/06/2019 18:00,0.0044,27.726,0,0,0.7887,1.0277,0.006,3.246
14/06/2019 19:00,0.0053,27.041,0,0,0.7444,1.0299,0.007,3.292
14/06/2019 20:00,0.0081,26.352,0,0,0.6964,1.0318,0.005,3.126
14/06/2019 21:00,0.0113,25.668,0,0,0.6683,1.0334,0.005,3.122
14/06/2019 22:00,0.015,25.027,0,0,0.6596,1.0346,0.006,3.198
14/06/2019 23:00,0.022,24.488,0,0,0.6546,1.0357,0.01,3.453
15/06/2019 00:00,0.0436,24.074,0,0,0.6928,1.0369,0.015,3.715
15/06/2019 01:00,0.0545,23.774,0,0,0.7192,1.0381,0.023,4.006
15/06/2019 02:00,0.0558,23.54,0.0831,0.552,0.7354,1.0394,0.039,4.443
15/06/2019 03:00,0.0483,24.059,45.3736,160.5029,0.7301,1.0404,0.074,5.122
15/06/2019 04:00,0.0362,25.684,180.9725,460.7888,0.7068,1.0389,0.193,6.616
15/06/2019 05:00,0.0315,27.695,352.3532,739.3386,0.6926,1.035,0.212,6.809
15/06/2019 06:00,0.0303,29.587,519.1076,977.0043,0.6924,1.0311,0.19,6.589
15/06/2019 07:00,0.0253,31.095,657.3281,1157.5824,0.6828,1.0276,0.163,6.301
15/06/2019 08:00,0.0216,32.147,734.4737,1268.737,0.6935,1.0248,0.147,6.114
15/06/2019 09:00,0.0193,32.944,793.8473,1302.9607,0.7117,1.0222,0.139,6.016
15/06/2019 10:00,0.0185,33.241,739.539,1257.8881,0.7398,1.0204,0.129,5.894
15/06/2019 11:00,0.0156,33.06,621.0892,1136.6032,0.7769,1.0196,0.111,5.674
15/06/2019 12:00,0.0144,32.308,425.1289,947.3278,0.7966,1.02,0.106,5.601
15/06/2019 13:00,0.0103,31.375,273.7899,703.0516,0.8163,1.0214,0.112,5.68
15/06/2019 14:00,0.0051,30.326,135.9436,420.3781,0.8309,1.0233,0.117,5.743
15/06/2019 15:00,0.0032,29.04,29.4595,121.4831,0.8367,1.0259,0.114,5.705
15/06/2019 16:00,0.0023,27.755,8.00E-04,0.0061,0.8422,1.0288,0.086,5.31
15/06/2019 17:00,0.0016,26.973,0,0,0.8326,1.0316,0.069,5.031
15/06/2019 18:00,0.0014,26.242,0,0,0.8014,1.0342,0.051,4.712
15/06/2019 19:00,0.0014,25.548,0,0,0.7903,1.0365,0.029,4.209
15/06/2019 20:00,0.0016,24.932,0,0,0.8128,1.0381,0.013,3.646
15/06/2019 21:00,0.0018,24.426,0,0,0.8346,1.039,0.007,3.267
15/06/2019 22:00,0.0025,24.062,0,0,0.8408,1.0394,0.006,3.18
15/06/2019 23:00,0.003,23.814,0,0,0.8436,1.0397,0.005,3.177
16/06/2019 00:00,0.0038,23.632,0,0,0.8262,1.0401,0.007,3.263
16/06/2019 01:00,0.0051,23.504,0,0,0.824,1.0405,0.008,3.373
16/06/2019 02:00,0.0066,23.397,0.0952,0.5648,0.8425,1.0411,0.011,3.518
16/06/2019 03:00,0.0059,23.981,46.8629,160.7164,0.854,1.0416,0.012,3.589
16/06/2019 04:00,0.0098,25.806,184.2897,460.8442,0.8647,1.039,0.031,4.241
16/06/2019 05:00,0.0101,28.178,352.9026,739.261,0.8705,1.0337,0.06,4.884
16/06/2019 06:00,0.0066,30.239,512.6784,976.7911,0.8685,1.0291,0.066,4.996
16/06/2019 07:00,0.0059,31.855,646.5453,1157.2,0.8709,1.0253,0.054,4.771
16/06/2019 08:00,0.0069,33.095,739.6379,1268.3513,0.8603,1.0221,0.032,4.283
16/06/2019 09:00,0.0085,34.022,800.0972,1302.6158,0.8324,1.0193,0.012,3.585
16/06/2019 10:00,0.0098,34.424,759.9002,1257.5162,0.825,1.0172,0.009,3.395
16/06/2019 11:00,0.0117,34.19,617.4432,1136.2603,0.8365,1.0163,0.015,3.719
16/06/2019 12:00,0.0102,33.509,437.6296,947.1743,0.8561,1.0164,0.034,4.343
16/06/2019 13:00,0.0069,32.651,273.8072,703.0194,0.8714,1.0174,0.033,4.309
16/06/2019 14:00,0.003,31.722,134.1003,420.479,0.8519,1.019,0.027,4.134
16/06/2019 15:00,0.0012,30.443,30.1824,121.6755,0.8271,1.0212,0.022,3.964
16/06/2019 16:00,0.0013,28.915,9.00E-04,0.0065,0.8008,1.024,0.025,4.072
16/06/2019 17:00,0.0013,28.092,0,0,0.7615,1.0269,0.036,4.383
16/06/2019 18:00,0.0011,27.332,0,0,0.733,1.0297,0.027,4.139
16/06/2019 19:00,0.001,26.607,0,0,0.7286,1.0322,0.013,3.632
16/06/2019 20:00,8.00E-04,25.944,0,0,0.7796,1.034,0.005,3.16
16/06/2019 21:00,6.00E-04,25.398,0,0,0.8278,1.0353,0.004,3.011
16/06/2019 22:00,4.00E-04,24.941,0,0,0.8194,1.0363,0.005,3.126
16/06/2019 23:00,4.00E-04,24.547,0,0,0.794,1.0372,0.009,3.423
17/06/2019 00:00,5.00E-04,24.206,0,0,0.7724,1.0384,0.015,3.714
17/06/2019 01:00,8.00E-04,23.911,0,0,0.7238,1.0398,0.019,3.883
17/06/2019 02:00,0.0016,23.661,0.0869,0.5757,0.703,1.0414,0.02,3.895
17/06/2019 03:00,0.0025,24.229,49.5988,160.9066,0.6556,1.0425,0.021,3.94
17/06/2019 04:00,0.0055,26.196,202.6474,460.883,0.5411,1.0398,0.064,4.948
17/06/2019 05:00,0.0044,28.533,401.876,739.1568,0.4483,1.0348,0.078,5.186
17/06/2019 06:00,0.0055,30.685,599.8031,976.592,0.4328,1.03,0.055,4.779
17/06/2019 07:00,0.0067,32.44,760.2483,1157.0393,0.479,1.0258,0.025,4.095
17/06/2019 08:00,0.0078,33.743,854.3801,1268.0653,0.5489,1.0221,0.012,3.569
17/06/2019 09:00,0.0085,34.636,884.4859,1302.2715,0.6051,1.019,0.011,3.529
17/06/2019 10:00,0.0089,34.962,797.0112,1257.2764,0.6446,1.0168,0.012,3.611
17/06/2019 11:00,0.0103,34.662,625.5312,1136.1002,0.7165,1.0158,0.027,4.122
17/06/2019 12:00,0.0115,33.707,393.3225,947.0138,0.778,1.0164,0.062,4.917
17/06/2019 13:00,0.0121,32.571,225.0979,702.93,0.805,1.0182,0.066,4.993
